hourOfDay,dayOfWeek,bayOccupied,recentAvgCurrent,sessionElapsedMin,historicalArrivalRate,arrivedWithinWindow,actualDurationMin
11,3,0,0.0,0.0,0.3,0,0.0
11,5,1,15.91,5.9,0.3,1,286.8
5,6,0,0.0,0.0,0.05,0,0.0
15,3,1,11.73,35.4,0.3,0,182.4
4,6,0,0.0,0.0,0.05,0,0.0
2,0,0,0.0,0.0,0.05,0,0.0
19,2,1,18.88,21.6,0.6,1,751.3
8,6,1,10.66,17.1,0.55,1,531.5
19,5,1,11.64,22.7,0.6,0,1047.6
4,2,0,0.0,0.0,0.05,0,0.0
18,1,1,20.88,44.0,0.6,0,291.0
13,2,0,0.0,0.0,0.3,1,0.0
12,5,0,0.0,0.0,0.3,0,0.0
12,0,0,0.0,0.0,0.3,1,0.0
5,1,0,0.0,0.0,0.05,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
19,0,0,0.0,0.0,0.5,1,0.0
6,0,0,0.0,0.0,0.2,1,0.0
6,5,1,18.36,71.4,0.2,0,327.4
1,4,0,0.0,0.0,0.05,0,0.0
20,5,1,12.17,60.7,0.6,1,705.2
5,2,0,0.0,0.0,0.05,0,0.0
21,4,1,10.18,4.4,0.6,1,645.5
11,0,0,0.0,0.0,0.3,0,0.0
8,6,0,0.0,0.0,0.55,0,0.0
9,3,1,16.37,37.1,0.65,1,529.0
12,3,1,10.14,15.7,0.3,0,643.1
9,2,0,0.0,0.0,0.65,1,0.0
22,6,1,19.54,13.5,0.2,1,537.6
2,6,0,0.0,0.0,0.05,0,0.0
20,3,1,13.86,3.8,0.6,0,1003.4
11,0,0,0.0,0.0,0.3,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
10,6,1,15.64,74.4,0.55,0,578.5
20,6,1,21.18,60.0,0.5,0,542.1
12,5,0,0.0,0.0,0.3,0,0.0
12,5,0,0.0,0.0,0.3,1,0.0
21,6,1,11.16,49.4,0.5,0,436.0
10,6,0,0.0,0.0,0.55,1,0.0
1,3,0,0.0,0.0,0.05,0,0.0
23,6,0,0.0,0.0,0.2,0,0.0
16,1,0,0.0,0.0,0.3,0,0.0
3,6,0,0.0,0.0,0.05,0,0.0
13,4,0,0.0,0.0,0.3,0,0.0
12,3,0,0.0,0.0,0.3,0,0.0
2,3,0,0.0,0.0,0.05,0,0.0
19,1,1,16.63,63.8,0.6,0,405.8
21,4,0,0.0,0.0,0.6,0,0.0
15,5,1,12.47,53.5,0.3,0,355.2
21,3,1,21.0,47.7,0.6,1,632.4
19,0,1,14.65,118.2,0.5,1,174.0
18,2,1,20.15,15.2,0.6,1,250.0
18,2,1,22.5,23.2,0.6,1,317.5
16,5,1,19.27,11.0,0.3,0,473.4
17,0,0,0.0,0.0,0.3,0,0.0
19,4,1,9.53,185.7,0.6,0,656.9
11,3,0,0.0,0.0,0.3,0,0.0
10,6,1,18.76,1.6,0.55,0,205.6
17,4,0,0.0,0.0,0.3,0,0.0
18,0,0,0.0,0.0,0.5,0,0.0
14,4,0,0.0,0.0,0.3,0,0.0
19,0,1,19.29,73.4,0.5,0,633.0
3,4,0,0.0,0.0,0.05,0,0.0
19,1,1,6.0,10.8,0.6,1,606.0
10,0,1,20.77,95.5,0.55,1,152.2
19,0,1,12.28,10.9,0.5,0,552.8
19,3,1,14.06,16.6,0.6,1,405.3
15,6,0,0.0,0.0,0.3,1,0.0
15,1,0,0.0,0.0,0.3,1,0.0
7,0,0,0.0,0.0,0.2,0,0.0
6,1,0,0.0,0.0,0.2,0,0.0
5,0,1,11.44,1.9,0.05,0,465.6
2,1,0,0.0,0.0,0.05,0,0.0
19,3,1,20.89,46.0,0.6,0,227.3
17,0,0,0.0,0.0,0.3,0,0.0
17,5,0,0.0,0.0,0.3,1,0.0
8,4,0,0.0,0.0,0.65,1,0.0
5,4,0,0.0,0.0,0.05,0,0.0
23,4,0,0.0,0.0,0.2,1,0.0
14,5,0,0.0,0.0,0.3,0,0.0
18,3,1,16.4,75.4,0.6,0,182.8
16,2,1,24.96,17.7,0.3,0,444.7
1,6,0,0.0,0.0,0.05,0,0.0
13,3,0,0.0,0.0,0.3,1,0.0
11,1,0,0.0,0.0,0.3,1,0.0
0,4,0,0.0,0.0,0.05,0,0.0
21,6,1,16.61,43.0,0.5,1,158.8
12,4,1,14.35,2.5,0.3,0,733.1
14,0,0,0.0,0.0,0.3,0,0.0
14,1,0,0.0,0.0,0.3,0,0.0
22,3,0,0.0,0.0,0.2,1,0.0
1,6,0,0.0,0.0,0.05,0,0.0
17,2,1,13.32,63.9,0.3,0,678.6
1,4,0,0.0,0.0,0.05,0,0.0
6,0,0,0.0,0.0,0.2,0,0.0
10,5,1,18.85,26.4,0.65,0,488.0
18,6,0,0.0,0.0,0.5,1,0.0
7,4,1,16.05,13.7,0.2,0,577.2
22,3,0,0.0,0.0,0.2,0,0.0
17,2,0,0.0,0.0,0.3,1,0.0
18,4,1,24.97,93.7,0.6,0,2.4
14,6,0,0.0,0.0,0.3,1,0.0
18,5,1,11.89,29.6,0.6,1,132.3
19,1,1,19.56,1.4,0.6,1,336.9
14,3,1,15.82,2.2,0.3,1,214.1
6,6,0,0.0,0.0,0.2,0,0.0
10,3,1,17.58,2.4,0.65,1,309.9
14,0,0,0.0,0.0,0.3,1,0.0
10,2,0,0.0,0.0,0.65,1,0.0
2,4,0,0.0,0.0,0.05,1,0.0
10,2,1,11.78,22.4,0.65,0,687.4
9,2,1,17.35,3.2,0.65,1,203.4
13,6,1,16.33,88.1,0.3,1,390.3
18,4,0,0.0,0.0,0.6,1,0.0
23,2,0,0.0,0.0,0.2,0,0.0
3,2,0,0.0,0.0,0.05,0,0.0
17,2,0,0.0,0.0,0.3,0,0.0
20,2,1,12.04,19.3,0.6,1,313.2
2,3,0,0.0,0.0,0.05,0,0.0
9,5,1,15.72,18.4,0.65,0,566.3
18,1,0,0.0,0.0,0.6,1,0.0
11,6,1,16.44,22.5,0.3,0,263.3
23,0,0,0.0,0.0,0.2,1,0.0
20,1,1,27.05,77.8,0.6,0,134.9
0,6,0,0.0,0.0,0.05,0,0.0
16,4,1,15.6,22.4,0.3,0,299.3
22,2,0,0.0,0.0,0.2,0,0.0
23,6,0,0.0,0.0,0.2,0,0.0
22,6,1,29.63,74.2,0.2,0,66.7
11,5,1,14.77,69.7,0.3,0,371.1
6,0,1,19.25,16.4,0.2,1,169.3
2,4,1,16.08,70.1,0.05,0,479.6
21,1,1,18.03,14.6,0.6,1,391.0
11,1,0,0.0,0.0,0.3,0,0.0
18,1,1,16.84,86.2,0.6,1,314.3
6,3,0,0.0,0.0,0.2,0,0.0
12,4,0,0.0,0.0,0.3,1,0.0
11,0,1,14.72,23.6,0.3,0,250.3
18,4,1,17.11,104.0,0.6,0,668.3
0,2,0,0.0,0.0,0.05,0,0.0
18,5,1,17.3,37.1,0.6,0,412.7
22,5,0,0.0,0.0,0.2,1,0.0
14,0,0,0.0,0.0,0.3,1,0.0
7,3,0,0.0,0.0,0.2,1,0.0
8,6,1,18.11,5.0,0.55,1,327.5
13,5,0,0.0,0.0,0.3,1,0.0
4,3,0,0.0,0.0,0.05,0,0.0
14,5,0,0.0,0.0,0.3,1,0.0
4,3,0,0.0,0.0,0.05,0,0.0
23,3,0,0.0,0.0,0.2,1,0.0
21,0,0,0.0,0.0,0.5,1,0.0
5,2,0,0.0,0.0,0.05,0,0.0
7,5,0,0.0,0.0,0.2,1,0.0
17,4,1,13.77,8.9,0.3,0,179.6
23,3,0,0.0,0.0,0.2,0,0.0
18,5,0,0.0,0.0,0.6,0,0.0
22,3,0,0.0,0.0,0.2,0,0.0
18,4,0,0.0,0.0,0.6,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
19,4,1,15.53,18.7,0.6,0,686.0
14,0,0,0.0,0.0,0.3,1,0.0
14,3,0,0.0,0.0,0.3,1,0.0
12,5,0,0.0,0.0,0.3,0,0.0
9,1,0,0.0,0.0,0.65,1,0.0
18,2,1,19.09,76.3,0.6,0,240.9
19,0,0,0.0,0.0,0.5,0,0.0
3,2,0,0.0,0.0,0.05,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
21,0,0,0.0,0.0,0.5,0,0.0
21,2,1,9.5,24.4,0.6,0,492.2
1,3,0,0.0,0.0,0.05,0,0.0
12,6,0,0.0,0.0,0.3,0,0.0
19,3,0,0.0,0.0,0.6,1,0.0
7,6,0,0.0,0.0,0.2,1,0.0
1,6,0,0.0,0.0,0.05,0,0.0
0,5,0,0.0,0.0,0.05,0,0.0
21,5,0,0.0,0.0,0.6,1,0.0
4,6,0,0.0,0.0,0.05,0,0.0
11,1,1,14.73,7.7,0.3,0,879.7
10,0,0,0.0,0.0,0.55,1,0.0
12,2,0,0.0,0.0,0.3,0,0.0
7,0,0,0.0,0.0,0.2,1,0.0
7,3,1,9.36,13.0,0.2,0,556.6
5,0,0,0.0,0.0,0.05,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
9,4,1,13.72,19.2,0.65,1,104.4
13,6,1,7.56,34.8,0.3,1,1336.3
19,3,1,17.02,37.2,0.6,1,430.5
0,3,0,0.0,0.0,0.05,0,0.0
17,4,1,15.42,86.4,0.3,0,349.1
7,5,0,0.0,0.0,0.2,1,0.0
14,2,0,0.0,0.0,0.3,1,0.0
17,4,0,0.0,0.0,0.3,1,0.0
15,4,1,17.08,24.0,0.3,0,342.2
18,6,1,12.39,42.7,0.5,0,381.5
18,6,0,0.0,0.0,0.5,0,0.0
18,4,0,0.0,0.0,0.6,1,0.0
6,3,1,14.92,46.5,0.2,0,228.3
0,6,0,0.0,0.0,0.05,0,0.0
19,4,1,17.95,71.5,0.6,0,523.7
11,4,1,22.28,31.3,0.3,0,138.4
10,0,0,0.0,0.0,0.55,0,0.0
5,4,0,0.0,0.0,0.05,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
17,3,1,18.93,47.1,0.3,1,265.9
5,3,0,0.0,0.0,0.05,0,0.0
3,2,0,0.0,0.0,0.05,0,0.0
14,4,0,0.0,0.0,0.3,1,0.0
4,4,0,0.0,0.0,0.05,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
6,5,0,0.0,0.0,0.2,0,0.0
19,2,1,19.52,25.1,0.6,0,82.2
16,2,0,0.0,0.0,0.3,1,0.0
12,1,0,0.0,0.0,0.3,0,0.0
8,2,1,15.81,7.2,0.65,1,227.6
11,1,1,14.65,12.3,0.3,0,459.9
0,1,0,0.0,0.0,0.05,0,0.0
19,6,1,22.4,17.6,0.5,1,500.8
1,2,0,0.0,0.0,0.05,0,0.0
9,1,1,23.18,66.1,0.65,1,225.1
7,0,0,0.0,0.0,0.2,0,0.0
6,5,0,0.0,0.0,0.2,0,0.0
17,5,0,0.0,0.0,0.3,0,0.0
5,3,0,0.0,0.0,0.05,0,0.0
23,5,0,0.0,0.0,0.2,0,0.0
7,2,1,19.09,119.5,0.2,0,185.9
18,6,1,16.28,1.9,0.5,0,330.7
14,6,0,0.0,0.0,0.3,0,0.0
7,6,0,0.0,0.0,0.2,0,0.0
9,2,1,16.84,32.6,0.65,1,237.2
17,4,1,14.92,74.9,0.3,0,854.4
11,2,0,0.0,0.0,0.3,0,0.0
4,1,0,0.0,0.0,0.05,0,0.0
8,1,1,13.22,14.8,0.65,0,153.3
8,3,1,18.16,15.8,0.65,1,278.1
8,4,1,23.06,58.0,0.65,0,328.0
13,3,1,16.58,113.7,0.3,0,190.6
17,3,0,0.0,0.0,0.3,0,0.0
4,3,0,0.0,0.0,0.05,0,0.0
11,5,0,0.0,0.0,0.3,0,0.0
6,0,0,0.0,0.0,0.2,0,0.0
3,2,0,0.0,0.0,0.05,0,0.0
12,4,0,0.0,0.0,0.3,0,0.0
8,4,1,8.59,20.8,0.65,0,601.3
20,4,1,18.76,41.2,0.6,1,205.5
20,0,1,15.42,9.8,0.5,0,250.7
23,0,0,0.0,0.0,0.2,0,0.0
2,1,0,0.0,0.0,0.05,0,0.0
4,3,0,0.0,0.0,0.05,0,0.0
23,3,0,0.0,0.0,0.2,0,0.0
7,4,0,0.0,0.0,0.2,0,0.0
14,6,1,13.71,78.5,0.3,1,723.3
11,1,1,8.28,43.6,0.3,1,1011.5
4,2,0,0.0,0.0,0.05,0,0.0
18,0,1,14.95,14.8,0.5,0,328.8
17,6,1,20.65,32.4,0.3,0,315.6
18,2,1,14.77,1.8,0.6,0,465.7
6,4,0,0.0,0.0,0.2,0,0.0
11,4,0,0.0,0.0,0.3,0,0.0
1,5,0,0.0,0.0,0.05,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
7,4,0,0.0,0.0,0.2,1,0.0
7,0,0,0.0,0.0,0.2,0,0.0
13,0,1,13.06,85.4,0.3,0,394.7
2,0,0,0.0,0.0,0.05,0,0.0
7,0,0,0.0,0.0,0.2,1,0.0
19,2,1,16.63,9.7,0.6,1,213.4
5,6,0,0.0,0.0,0.05,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
5,4,0,0.0,0.0,0.05,0,0.0
20,6,1,9.44,27.1,0.5,1,325.8
7,2,0,0.0,0.0,0.2,0,0.0
22,5,0,0.0,0.0,0.2,0,0.0
8,1,1,22.98,46.4,0.65,1,87.5
20,1,1,15.89,15.2,0.6,0,273.7
7,1,1,12.68,131.0,0.2,0,243.8
11,6,0,0.0,0.0,0.3,1,0.0
5,1,0,0.0,0.0,0.05,0,0.0
7,3,0,0.0,0.0,0.2,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
19,6,0,0.0,0.0,0.5,1,0.0
12,3,0,0.0,0.0,0.3,1,0.0
9,1,1,6.0,7.2,0.65,1,1746.2
16,5,0,0.0,0.0,0.3,1,0.0
13,0,0,0.0,0.0,0.3,0,0.0
18,1,1,22.52,21.8,0.6,0,481.5
0,1,0,0.0,0.0,0.05,0,0.0
8,4,0,0.0,0.0,0.65,1,0.0
21,6,1,15.21,89.4,0.5,0,198.7
17,4,0,0.0,0.0,0.3,1,0.0
14,1,0,0.0,0.0,0.3,1,0.0
8,4,1,12.08,20.9,0.65,1,350.2
0,6,0,0.0,0.0,0.05,0,0.0
18,4,1,18.38,31.3,0.6,1,249.5
23,6,0,0.0,0.0,0.2,0,0.0
6,3,0,0.0,0.0,0.2,0,0.0
9,5,1,14.05,60.0,0.65,0,854.5
2,3,0,0.0,0.0,0.05,0,0.0
14,5,1,14.87,26.6,0.3,0,218.1
1,6,0,0.0,0.0,0.05,0,0.0
15,2,0,0.0,0.0,0.3,1,0.0
19,3,1,21.58,67.6,0.6,1,198.9
19,3,1,20.51,58.3,0.6,1,311.3
13,2,0,0.0,0.0,0.3,0,0.0
5,2,0,0.0,0.0,0.05,0,0.0
19,5,1,10.83,80.6,0.6,0,1171.8
6,5,1,14.35,11.1,0.2,0,963.1
6,1,0,0.0,0.0,0.2,0,0.0
22,0,0,0.0,0.0,0.2,1,0.0
22,5,0,0.0,0.0,0.2,0,0.0
7,4,0,0.0,0.0,0.2,1,0.0
16,1,0,0.0,0.0,0.3,0,0.0
12,3,0,0.0,0.0,0.3,1,0.0
2,5,0,0.0,0.0,0.05,0,0.0
3,5,0,0.0,0.0,0.05,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
3,0,0,0.0,0.0,0.05,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
1,0,1,16.18,6.0,0.05,0,164.5
0,4,0,0.0,0.0,0.05,0,0.0
19,0,0,0.0,0.0,0.5,0,0.0
9,3,0,0.0,0.0,0.65,1,0.0
16,2,0,0.0,0.0,0.3,0,0.0
16,0,0,0.0,0.0,0.3,1,0.0
17,6,1,15.53,2.5,0.3,1,485.7
13,3,0,0.0,0.0,0.3,0,0.0
17,4,0,0.0,0.0,0.3,0,0.0
12,2,0,0.0,0.0,0.3,0,0.0
18,6,0,0.0,0.0,0.5,0,0.0
12,6,0,0.0,0.0,0.3,0,0.0
10,0,1,10.66,12.3,0.55,0,415.3
19,0,0,0.0,0.0,0.5,0,0.0
23,5,0,0.0,0.0,0.2,0,0.0
16,1,1,22.62,6.0,0.3,0,137.2
13,2,0,0.0,0.0,0.3,0,0.0
19,2,1,14.96,61.1,0.6,0,253.2
12,1,1,21.93,149.7,0.3,0,147.7
13,2,0,0.0,0.0,0.3,0,0.0
6,3,0,0.0,0.0,0.2,1,0.0
22,5,0,0.0,0.0,0.2,0,0.0
20,1,1,17.93,0.0,0.6,0,103.9
0,3,0,0.0,0.0,0.05,0,0.0
5,2,0,0.0,0.0,0.05,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
12,1,1,15.54,37.3,0.3,0,417.2
19,1,1,24.01,101.6,0.6,1,218.5
4,3,0,0.0,0.0,0.05,0,0.0
23,0,0,0.0,0.0,0.2,0,0.0
17,1,0,0.0,0.0,0.3,0,0.0
8,5,1,19.33,40.6,0.65,0,196.3
1,6,0,0.0,0.0,0.05,1,0.0
20,3,1,19.39,48.1,0.6,1,330.0
1,6,0,0.0,0.0,0.05,0,0.0
7,3,0,0.0,0.0,0.2,0,0.0
5,4,0,0.0,0.0,0.05,0,0.0
5,4,0,0.0,0.0,0.05,0,0.0
0,2,0,0.0,0.0,0.05,0,0.0
8,5,1,12.2,68.3,0.65,0,912.7
9,2,1,14.26,81.9,0.65,1,69.4
22,1,0,0.0,0.0,0.2,1,0.0
22,0,0,0.0,0.0,0.2,0,0.0
5,2,0,0.0,0.0,0.05,0,0.0
14,1,0,0.0,0.0,0.3,0,0.0
8,4,1,15.17,39.6,0.65,0,225.9
12,4,0,0.0,0.0,0.3,1,0.0
16,1,0,0.0,0.0,0.3,0,0.0
11,4,0,0.0,0.0,0.3,1,0.0
12,3,1,18.15,45.3,0.3,0,257.1
6,4,0,0.0,0.0,0.2,0,0.0
21,1,1,10.28,3.6,0.6,1,708.5
1,3,0,0.0,0.0,0.05,0,0.0
1,3,0,0.0,0.0,0.05,0,0.0
5,1,0,0.0,0.0,0.05,0,0.0
18,3,1,20.66,28.7,0.6,0,79.9
8,0,1,17.02,74.6,0.55,1,262.8
0,6,0,0.0,0.0,0.05,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
1,4,0,0.0,0.0,0.05,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
18,5,0,0.0,0.0,0.6,1,0.0
3,6,0,0.0,0.0,0.05,0,0.0
17,3,0,0.0,0.0,0.3,1,0.0
17,6,0,0.0,0.0,0.3,0,0.0
11,6,1,15.88,17.8,0.3,0,239.9
13,0,0,0.0,0.0,0.3,0,0.0
20,0,0,0.0,0.0,0.5,1,0.0
19,3,1,18.9,18.0,0.6,0,325.2
15,2,1,22.59,64.7,0.3,0,476.5
19,4,1,19.02,55.1,0.6,0,344.7
20,1,1,17.57,84.1,0.6,0,319.1
4,1,0,0.0,0.0,0.05,0,0.0
18,4,0,0.0,0.0,0.6,1,0.0
14,1,0,0.0,0.0,0.3,1,0.0
18,2,1,19.52,31.9,0.6,1,326.5
13,1,0,0.0,0.0,0.3,1,0.0
3,0,0,0.0,0.0,0.05,0,0.0
12,4,0,0.0,0.0,0.3,0,0.0
7,2,0,0.0,0.0,0.2,0,0.0
10,4,0,0.0,0.0,0.65,0,0.0
0,0,0,0.0,0.0,0.05,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
2,2,0,0.0,0.0,0.05,0,0.0
7,0,0,0.0,0.0,0.2,1,0.0
10,6,0,0.0,0.0,0.55,0,0.0
17,5,0,0.0,0.0,0.3,0,0.0
12,4,0,0.0,0.0,0.3,0,0.0
3,0,0,0.0,0.0,0.05,1,0.0
6,4,1,14.66,62.1,0.2,0,698.0
19,4,1,10.92,26.0,0.6,1,1168.8
2,6,0,0.0,0.0,0.05,0,0.0
5,2,0,0.0,0.0,0.05,0,0.0
16,2,0,0.0,0.0,0.3,0,0.0
10,2,1,16.46,1.1,0.65,0,145.8
21,1,0,0.0,0.0,0.6,0,0.0
10,6,0,0.0,0.0,0.55,1,0.0
18,5,1,19.08,16.8,0.6,1,239.1
1,0,0,0.0,0.0,0.05,0,0.0
19,1,0,0.0,0.0,0.6,1,0.0
7,1,0,0.0,0.0,0.2,0,0.0
10,1,1,19.68,0.8,0.65,0,444.1
15,0,0,0.0,0.0,0.3,1,0.0
17,5,1,19.21,29.3,0.3,0,305.3
17,4,0,0.0,0.0,0.3,0,0.0
16,0,1,10.76,12.9,0.3,0,776.9
1,1,0,0.0,0.0,0.05,0,0.0
13,2,0,0.0,0.0,0.3,1,0.0
10,4,1,18.82,3.3,0.65,1,291.5
18,5,1,20.49,3.7,0.6,0,297.1
18,5,0,0.0,0.0,0.6,0,0.0
22,4,0,0.0,0.0,0.2,0,0.0
5,3,0,0.0,0.0,0.05,0,0.0
11,4,0,0.0,0.0,0.3,0,0.0
16,4,1,19.34,59.9,0.3,0,544.1
15,6,1,16.6,67.8,0.3,0,456.1
5,6,0,0.0,0.0,0.05,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
2,5,0,0.0,0.0,0.05,0,0.0
22,1,1,11.63,54.4,0.2,0,929.9
20,0,1,21.8,40.2,0.5,1,109.5
11,5,0,0.0,0.0,0.3,0,0.0
19,1,1,15.29,6.8,0.6,1,314.3
7,3,0,0.0,0.0,0.2,1,0.0
13,6,1,14.42,25.5,0.3,0,772.1
22,6,1,12.73,87.2,0.2,0,300.8
6,5,1,15.09,41.8,0.2,0,153.1
9,4,1,11.69,73.2,0.65,0,530.6
8,5,1,12.18,39.9,0.65,1,424.8
18,1,1,15.05,5.2,0.6,1,281.4
13,6,0,0.0,0.0,0.3,0,0.0
1,4,0,0.0,0.0,0.05,0,0.0
13,2,0,0.0,0.0,0.3,1,0.0
2,1,0,0.0,0.0,0.05,0,0.0
11,0,0,0.0,0.0,0.3,1,0.0
13,1,0,0.0,0.0,0.3,1,0.0
21,2,1,9.38,28.1,0.6,0,1454.9
10,6,1,15.97,17.5,0.55,0,169.8
11,0,0,0.0,0.0,0.3,0,0.0
11,6,0,0.0,0.0,0.3,0,0.0
13,4,1,16.94,6.4,0.3,0,612.2
10,1,0,0.0,0.0,0.65,0,0.0
5,6,0,0.0,0.0,0.05,0,0.0
3,3,0,0.0,0.0,0.05,0,0.0
18,2,0,0.0,0.0,0.6,1,0.0
21,3,0,0.0,0.0,0.6,1,0.0
16,1,1,18.4,88.2,0.3,0,7.1
5,0,0,0.0,0.0,0.05,0,0.0
11,4,0,0.0,0.0,0.3,0,0.0
10,6,1,8.42,13.2,0.55,1,982.0
15,4,0,0.0,0.0,0.3,0,0.0
10,0,1,10.83,93.5,0.55,0,454.3
21,1,1,19.88,60.2,0.6,1,375.9
14,6,0,0.0,0.0,0.3,1,0.0
2,1,0,0.0,0.0,0.05,0,0.0
20,5,0,0.0,0.0,0.6,1,0.0
2,1,0,0.0,0.0,0.05,0,0.0
20,6,1,16.05,12.4,0.5,1,307.2
18,3,1,18.64,98.1,0.6,0,108.2
1,3,0,0.0,0.0,0.05,0,0.0
18,3,1,17.06,21.4,0.6,1,262.4
7,0,0,0.0,0.0,0.2,1,0.0
19,2,1,16.59,20.8,0.6,1,180.5
2,1,0,0.0,0.0,0.05,0,0.0
21,4,0,0.0,0.0,0.6,1,0.0
10,2,1,11.11,6.6,0.65,1,477.1
17,0,0,0.0,0.0,0.3,1,0.0
9,1,1,12.35,41.4,0.65,0,161.1
1,4,1,14.0,9.9,0.05,0,946.7
4,4,0,0.0,0.0,0.05,0,0.0
0,5,0,0.0,0.0,0.05,0,0.0
6,6,1,18.98,29.8,0.2,0,253.8
12,1,0,0.0,0.0,0.3,0,0.0
10,4,0,0.0,0.0,0.65,0,0.0
6,1,0,0.0,0.0,0.2,0,0.0
8,0,0,0.0,0.0,0.55,0,0.0
4,2,1,20.1,18.3,0.05,0,273.3
4,0,0,0.0,0.0,0.05,0,0.0
23,6,1,11.83,33.6,0.2,0,417.8
19,0,1,15.48,9.1,0.5,1,828.1
22,6,1,16.37,22.3,0.2,0,508.7
2,6,0,0.0,0.0,0.05,0,0.0
0,0,0,0.0,0.0,0.05,0,0.0
17,2,0,0.0,0.0,0.3,0,0.0
17,4,0,0.0,0.0,0.3,0,0.0
23,5,0,0.0,0.0,0.2,0,0.0
21,3,1,12.1,1.3,0.6,0,559.4
18,3,1,13.23,123.8,0.6,1,674.6
15,1,0,0.0,0.0,0.3,1,0.0
0,2,0,0.0,0.0,0.05,0,0.0
5,5,0,0.0,0.0,0.05,0,0.0
0,0,0,0.0,0.0,0.05,0,0.0
22,1,0,0.0,0.0,0.2,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
22,6,0,0.0,0.0,0.2,0,0.0
20,1,1,7.02,32.9,0.6,1,1016.2
9,4,1,11.99,11.4,0.65,1,406.2
16,3,0,0.0,0.0,0.3,0,0.0
9,0,1,18.83,174.1,0.55,0,105.1
3,3,0,0.0,0.0,0.05,0,0.0
5,2,0,0.0,0.0,0.05,0,0.0
15,6,1,10.43,82.9,0.3,1,242.4
2,5,0,0.0,0.0,0.05,0,0.0
1,3,0,0.0,0.0,0.05,0,0.0
15,1,0,0.0,0.0,0.3,0,0.0
0,3,0,0.0,0.0,0.05,0,0.0
14,1,0,0.0,0.0,0.3,0,0.0
15,0,0,0.0,0.0,0.3,1,0.0
16,4,1,14.09,125.0,0.3,1,290.9
14,5,0,0.0,0.0,0.3,0,0.0
9,2,1,16.78,2.2,0.65,1,562.5
3,0,0,0.0,0.0,0.05,0,0.0
0,2,0,0.0,0.0,0.05,1,0.0
0,3,0,0.0,0.0,0.05,0,0.0
21,6,0,0.0,0.0,0.5,1,0.0
6,3,0,0.0,0.0,0.2,0,0.0
7,2,0,0.0,0.0,0.2,0,0.0
9,3,1,16.72,43.8,0.65,1,154.0
12,0,1,20.46,38.6,0.3,0,214.2
14,4,1,11.45,24.1,0.3,0,875.9
20,0,1,18.6,69.5,0.5,1,268.6
1,2,0,0.0,0.0,0.05,0,0.0
6,4,0,0.0,0.0,0.2,0,0.0
13,6,1,17.18,12.0,0.3,0,342.6
1,1,0,0.0,0.0,0.05,0,0.0
12,2,0,0.0,0.0,0.3,0,0.0
9,5,1,20.07,45.4,0.65,0,601.6
21,3,1,8.85,9.5,0.6,0,338.0
13,4,0,0.0,0.0,0.3,0,0.0
14,4,0,0.0,0.0,0.3,1,0.0
2,2,0,0.0,0.0,0.05,0,0.0
17,5,1,16.87,11.6,0.3,0,211.6
1,1,0,0.0,0.0,0.05,0,0.0
18,2,0,0.0,0.0,0.6,1,0.0
22,1,1,17.84,79.9,0.2,0,175.0
22,6,0,0.0,0.0,0.2,0,0.0
3,5,1,15.87,18.1,0.05,0,884.2
10,3,0,0.0,0.0,0.65,1,0.0
1,0,0,0.0,0.0,0.05,0,0.0
13,6,1,21.19,31.6,0.3,0,185.7
16,0,0,0.0,0.0,0.3,0,0.0
17,6,1,22.07,47.1,0.3,0,186.9
3,5,0,0.0,0.0,0.05,1,0.0
9,5,1,18.63,4.7,0.65,0,347.8
17,2,0,0.0,0.0,0.3,0,0.0
2,1,0,0.0,0.0,0.05,0,0.0
10,2,1,13.89,17.0,0.65,1,401.5
6,4,0,0.0,0.0,0.2,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
0,2,0,0.0,0.0,0.05,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
15,4,1,12.61,4.4,0.3,0,495.4
2,6,0,0.0,0.0,0.05,1,0.0
21,5,1,15.05,6.2,0.6,1,344.0
10,1,1,18.71,7.4,0.65,0,263.8
13,6,0,0.0,0.0,0.3,0,0.0
8,0,1,20.76,13.7,0.55,1,331.6
4,3,0,0.0,0.0,0.05,0,0.0
20,5,1,14.6,95.5,0.6,0,378.2
7,6,0,0.0,0.0,0.2,0,0.0
8,6,0,0.0,0.0,0.55,1,0.0
